name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Hayden Christensen,2,"[36.973, 6.551, 2002, 120000000, 649398328]","[48.16, 7.413, 2005, 113000000, 850000000]","[36.046, 6.142, 2008, 85000000, 222231186]"
Samuel L. Jackson,2,"[84.273, 8.489, 1994, 8500000, 213900000]","[34.867, 7.747, 2015, 44000000, 155760117]","[157.627, 6.84, 2019, 152000000, 1131416446]"
Thomas Lennon,2,"[38.65, 8.187, 2000, 9000000, 39723096]","[46.173, 6.346, 2008, 150000000, 629443428]","[48.531, 6.292, 2009, 20000000, 136316880]"
Tina Majorino,1,"[46.04, 6.197, 1995, 175000000, 264218220]","[16.207, 6.316, 1999, 21000000, 0]","[17.087, 6.773, 2004, 400000, 46118097]"
Natalie Portman,1,"[50.651, 7.897, 2006, 54000000, 132511035]","[39.482, 7.675, 2010, 13000000, 329398046]","[91.98, 6.767, 2011, 150000000, 449326618]"
Asa Butterfield,2,"[64.138, 7.851, 2008, 12500000, 20416563]","[28.041, 7.173, 2011, 170000000, 185770160]","[239.034, 8.292, 0, 0, 0]"
Elisha Cuthbert,1,"[32.571, 6.711, 2004, 21000000, 31635150]","[36.148, 5.9, 2005, 40000000, 68766121]","[22.866, 6.607, 2022, 0, 0]"
Famke Janssen,1,"[1.799, 6.406, 2006, 210000000, 459359555]","[97.172, 7.39, 2008, 25000000, 226830568]","[64.457, 6.032, 2013, 50000000, 226349749]"
Travis Fimmel,2,"[59.368, 6.365, 2016, 160000000, 433677183]","[19.634, 6.849, 2019, 23934823, 2078370]","[381.683, 8.086, 0, 0, 0]"
Henry Winkler,2,"[26.568, 6.052, 1998, 23000000, 185991646]","[30.44, 6.273, 2006, 82500000, 240685326]","[23.675, 6.191, 2012, 42000000, 73100000]"
Vera Farmiga,1,"[39.929, 7.001, 2009, 20000000, 77912251]","[103.675, 7.542, 2013, 13000000, 320406242]","[98.322, 7.292, 2016, 40000000, 321834351]"
Katie McGrath,1,"[16.865, 7.059, 2013, 0, 0]","[78.618, 6.682, 2015, 150000000, 1671537444]","[309.452, 7.33, 0, 0, 0]"
Courteney Cox,1,"[31.007, 6.546, 1994, 15000000, 107217396]","[85.129, 7.417, 1996, 15000000, 173046663]","[441.981, 8.442, 0, 0, 0]"
Charlie Hunnam,2,"[73.085, 6.881, 2013, 180000000, 411002906]","[20.501, 6.389, 2017, 30000000, 8574339]","[128.878, 6.54, 2017, 175000000, 148675066]"
Ray Liotta,2,"[66.571, 8.466, 1990, 25000000, 46835000]","[23.809, 7.185, 2003, 28000000, 90259536]","[24.379, 7.751, 2019, 18000000, 2300000]"
Raegan Revord,1,"[21.73, 5.606, 2017, 12000000, 14301505]","[375.353, 8.048, 0, 0, 0]","[385.92, 7.841, 0, 0, 0]"
Daniel Craig,2,"[44.559, 7.545, 2006, 150000000, 599045960]","[40.771, 7.231, 2012, 200000000, 1142471295]","[63.555, 7.845, 2019, 40000000, 312897920]"
Kristen Wiig,1,"[66.581, 6.918, 2013, 76000000, 970761885]","[55.049, 7.681, 2015, 108000000, 630600000]","[55.599, 5.371, 2016, 144000000, 229147509]"
Dakota Johnson,1,"[141.569, 5.881, 2015, 40000000, 571006128]","[83.497, 6.492, 2017, 55000000, 378827494]","[148.215, 6.709, 2018, 55000000, 368307760]"
Mimi Rogers,1,"[24.89, 6.561, 1997, 16500000, 67711748]","[20.956, 5.4, 1998, 80000000, 136159423]","[19.247, 4.171, 2003, 19000000, 39267515]"
Chris Hemsworth,2,"[91.98, 6.767, 2011, 150000000, 449326618]","[79.636, 6.535, 2013, 170000000, 644783140]","[90.381, 7.595, 2017, 180000000, 855301806]"
Zendaya,1,"[93.92, 7.343, 2017, 175000000, 880166924]","[299.567, 7.986, 2021, 200000000, 1921847111]","[236.15, 8.348, 0, 0, 0]"
Chloë Grace Moretz,1,"[46.153, 7.121, 2010, 28000000, 96188903]","[32.049, 6.032, 2013, 30000000, 82394288]","[30.634, 5.9, 2016, 38000000, 109906372]"
Steven Seagal,2,"[27.456, 6.249, 1992, 35000000, 156563139]","[24.15, 5.8, 1995, 60000000, 104324083]","[26.551, 6.34, 2010, 20000000, 45491656]"
Chris Pine,2,"[51.414, 7.434, 2009, 150000000, 385680446]","[34.185, 7.328, 2013, 190000000, 467365246]","[75.833, 7.236, 2017, 149000000, 822854286]"
Nancy Allen,1,"[19.084, 6.94, 1980, 6500000, 31899000]","[41.953, 7.295, 1987, 13000000, 53424681]","[24.077, 5.96, 1990, 35000000, 45681173]"
Laurence Fishburne,2,"[91.778, 8.208, 1999, 63000000, 463517383]","[46.779, 7.041, 2003, 150000000, 738599701]","[42.726, 6.714, 2003, 150000000, 424988211]"
Kathryn Newton,1,"[24.069, 5.407, 2012, 5000000, 142802657]","[41.495, 6.95, 2019, 150000000, 449762638]","[217.054, 6.406, 2023, 200000000, 476071180]"
Téa Leoni,1,"[45.903, 6.79, 1995, 19000000, 141407024]","[31.627, 6.214, 1998, 75000000, 349464664]","[1.894, 6.128, 2001, 93000000, 368780809]"
Iman Vellani,1,"[18.767, 7.104, 2022, 0, 0]","[1267.74, 6.556, 2023, 274800000, 108998133]","[93.024, 6.534, 0, 0, 0]"
Uma Thurman,1,"[84.273, 8.489, 1994, 8500000, 213900000]","[43.288, 7.97, 2003, 30000000, 180906076]","[34.399, 7.877, 2004, 30000000, 152159461]"
Jamie Dornan,2,"[141.569, 5.881, 2015, 40000000, 571006128]","[83.497, 6.492, 2017, 55000000, 378827494]","[148.215, 6.709, 2018, 55000000, 368307760]"
Colleen Camp,1,"[43.086, 8.283, 1979, 31500000, 150000000]","[54.981, 7.256, 1995, 90000000, 366101666]","[43.506, 5.346, 2015, 2500000, 6341684]"
John Cena,2,"[42.368, 7.225, 2017, 111000000, 295038508]","[36.876, 6.729, 2018, 135000000, 467989645]","[115.406, 7.554, 2021, 185000000, 168717425]"
Dolph Lundgren,2,"[78.847, 6.233, 2010, 80000000, 274470394]","[63.173, 6.331, 2012, 100000000, 314975955]","[73.167, 6.899, 2018, 160000000, 1148528393]"
Rachel Weisz,1,"[69.075, 6.91, 1999, 80000000, 415885488]","[67.692, 6.362, 2001, 98000000, 443280904]","[64.413, 7.067, 2005, 100000000, 230884728]"
John Cusack,2,"[24.162, 7.415, 1999, 13000000, 22863596]","[28.681, 6.677, 2007, 25000000, 132963417]","[70.785, 5.824, 2009, 200000000, 791217826]"
Ashley Johnson,1,"[30.758, 6.439, 2000, 70000000, 374111707]","[160.584, 7.711, 2012, 220000000, 1518815515]","[160.459, 7.376, 0, 0, 0]"
Bobby Cannavale,2,"[56.197, 7.082, 2015, 130000000, 519311965]","[41.259, 6.826, 2017, 90000000, 995339117]","[40.637, 6.95, 2018, 140000000, 622674139]"
Orlando Bloom,2,"[122.016, 7.796, 2003, 140000000, 655011224]","[105.083, 7.347, 2006, 200000000, 1065659812]","[114.216, 7.242, 2007, 300000000, 961000000]"
Chris Tucker,2,"[59.627, 7.5, 1997, 90000000, 263920180]","[57.09, 7.019, 1998, 33000000, 244721064]","[34.582, 7.131, 2012, 21000000, 236412453]"
Bella Thorne,1,"[18.13, 6.792, 2015, 8500000, 43528634]","[19.186, 5.6, 2017, 0, 0]","[26.692, 7.794, 2018, 2800000, 27365467]"
Danny DeVito,2,"[40.967, 8.421, 1975, 3000000, 108981275]","[41.187, 6.918, 1992, 80000000, 280000000]","[140.119, 6.493, 2012, 70000000, 348840316]"
Robert Wagner,2,"[24.89, 6.561, 1997, 16500000, 67711748]","[34.155, 6.277, 1999, 33000000, 312016928]","[42.415, 7.168, 2017, 20000000, 27975429]"
Shea Whigham,2,"[34.582, 7.131, 2012, 21000000, 236412453]","[109.107, 8.035, 2013, 100000000, 392000000]","[86.551, 8.165, 2019, 55000000, 1074458282]"
Anna Camp,1,"[59.509, 8.201, 2011, 25000000, 216639112]","[38.095, 7.295, 2012, 17000000, 115400000]","[27.775, 6.538, 2017, 45000000, 184724494]"
Michael Cera,2,"[73.863, 7.233, 2007, 20000000, 170812526]","[17.979, 7.048, 2007, 7500000, 232372681]","[47.567, 7.473, 2010, 85000000, 48000000]"
Jenna Coleman,1,"[53.529, 6.995, 2011, 140000000, 370569774]","[141.627, 7.917, 2016, 20000000, 207945075]","[94.076, 8.051, 0, 0, 0]"
Richard Gere,2,"[102.808, 7.455, 1990, 14000000, 463406268]","[29.01, 7.652, 1996, 30000000, 102616183]","[51.84, 8.008, 2009, 16000000, 46749646]"
Jack Black,2,"[88.74, 7.246, 2008, 130000000, 631744560]","[82.437, 6.972, 2011, 150000000, 665692281]","[65.926, 6.9, 2016, 145000000, 521170825]"
Alexandra Jensen,1,"[533.549, 7.188, 2023, 4500000, 90600000]","[22.204, 7.9, 0, 0, 0]","[10.753, 8.0, 0, 0, 0]"
Margot Robbie,1,"[109.107, 8.035, 2013, 100000000, 392000000]","[64.662, 6.954, 2020, 75000000, 205372791]","[115.406, 7.554, 2021, 185000000, 168717425]"
Alicia Silverstone,1,"[31.701, 7.274, 1995, 12000000, 56631572]","[35.206, 4.335, 1997, 125000000, 238207122]","[29.008, 7.016, 2017, 0, 7027336]"
Jason Bateman,2,"[27.095, 6.57, 2011, 35000000, 209838559]","[107.499, 7.747, 2016, 150000000, 1023784195]","[27.297, 6.853, 2018, 37000000, 117501013]"
Kenneth Branagh,2,"[175.225, 7.719, 2002, 100000000, 876688482]","[33.211, 7.456, 2017, 150000000, 527000000]","[47.504, 6.707, 2017, 55000000, 352794081]"
Alec Baldwin,2,"[51.979, 7.379, 1988, 15000000, 74714298]","[14.952, 6.999, 2013, 18000000, 99206215]","[20.411, 6.449, 2017, 125000000, 527965936]"
Jason Momoa,2,"[73.167, 6.899, 2018, 160000000, 1148528393]","[123.221, 8.184, 2021, 70000000, 0]","[184.28, 8.182, 0, 0, 0]"
Jeri Ryan,1,"[243.743, 7.863, 0, 0, 0]","[94.348, 7.323, 0, 0, 0]","[95.68, 6.937, 0, 0, 0]"
Kaitlyn Dever,1,"[14.034, 6.649, 2013, 2500000, 6854611]","[18.47, 7.051, 2019, 6000000, 24849029]","[173.453, 6.804, 2023, 22800000, 0]"
J.K. Simmons,2,"[107.62, 7.282, 2002, 139000000, 821708551]","[74.249, 8.383, 2014, 3300000, 13092000]","[41.818, 7.901, 2016, 30000000, 447407695]"
Kate Siegel,1,"[23.896, 6.734, 2016, 0, 0]","[20.11, 6.394, 2017, 0, 0]","[83.182, 8.123, 0, 1000000, 0]"
Harvey Keitel,2,"[57.388, 8.155, 1976, 1900000, 28600000]","[37.956, 8.132, 1992, 1200000, 2859750]","[84.273, 8.489, 1994, 8500000, 213900000]"
Scott Glenn,2,"[16.584, 8.343, 1991, 19000000, 272742922]","[48.328, 7.489, 2001, 45000000, 104900000]","[31.54, 7.424, 2007, 70000000, 442824138]"
Fred Henderson,2,"[35.615, 4.947, 1989, 5000000, 14000000]","[57.031, 6.22, 2003, 26000000, 90941129]","[42.082, 6.189, 2014, 44000000, 12342632]"
Giulio Berruti,2,"[13.584, 8.441, 2020, 0, 0]","[14.523, 8.425, 2020, 0, 0]","[27.665, 8.406, 2020, 0, 0]"
Neal McDonough,2,"[29.135, 7.342, 2002, 102000000, 358372926]","[53.529, 6.995, 2011, 140000000, 370569774]","[79.03, 7.3, 2020, 85000000, 319715683]"
Jedidiah Goodacre,2,"[41.378, 6.257, 2015, 190000000, 209154322]","[48.442, 7.119, 2015, 0, 0]","[39.144, 7.4, 2017, 0, 0]"
James Earl Jones,2,"[117.613, 8.204, 1977, 11000000, 775398007]","[130.153, 8.255, 1994, 45000000, 763455561]","[102.995, 7.123, 2019, 260000000, 1663075401]"
Dave Bautista,2,"[43.078, 7.906, 2014, 170000000, 772776600]","[80.772, 7.6, 2017, 200000000, 863756051]","[49.025, 6.243, 2021, 90000000, 190700000]"
Aaron Eckhart,2,"[127.121, 8.513, 2008, 185000000, 1004558444]","[36.847, 5.738, 2011, 70000000, 211819354]","[33.681, 7.18, 2016, 60000000, 240797623]"
Josh Hartnett,2,"[56.05, 7.371, 2001, 92000000, 172989651]","[24.774, 7.474, 2006, 27000000, 56308881]","[40.979, 6.392, 2007, 30000000, 75505973]"
Paul Rudd,2,"[56.197, 7.082, 2015, 130000000, 519311965]","[40.637, 6.95, 2018, 140000000, 622674139]","[217.054, 6.405, 2023, 200000000, 476071180]"
Julianne Moore,1,"[2.843, 6.528, 1997, 73000000, 618638999]","[17.242, 7.495, 2014, 5000000, 44779195]","[63.52, 6.971, 2017, 104000000, 410902662]"
Demi Moore,1,"[41.922, 7.2, 1990, 22000000, 505000000]","[39.809, 7.106, 1996, 100000000, 325338851]","[23.651, 6.434, 1997, 50000000, 48169156]"
Alyssa Milano,1,"[34.832, 6.668, 1985, 10000000, 57500000]","[21.083, 6.4, 2001, 0, 0]","[311.638, 8.188, 0, 0, 0]"
Ralph Fiennes,2,"[66.416, 8.571, 1993, 22000000, 321365567]","[158.527, 8.104, 2011, 125000000, 1341511219]","[39.195, 8.051, 2014, 30000000, 174600318]"
Ron Livingston,2,"[24.988, 7.382, 1999, 10000000, 12827813]","[103.675, 7.542, 2013, 13000000, 320406242]","[30.634, 5.9, 2016, 38000000, 109906372]"
Steve Zahn,2,"[23.316, 7.932, 2013, 5000000, 55736588]","[29.466, 7.915, 2016, 5000000, 23123592]","[78.109, 7.162, 2017, 150000000, 490719763]"
Robert Pattinson,2,"[106.998, 6.288, 2008, 37000000, 393616788]","[75.648, 6.468, 2012, 120000000, 829747654]","[152.064, 7.699, 2022, 185000000, 770945583]"
Elsa Pataky,1,"[8.888, 6.817, 2013, 160000000, 788680968]","[96.286, 7.237, 2015, 190000000, 1515341399]","[74.273, 6.886, 2017, 250000000, 1236005118]"
Ian McShane,2,"[118.842, 6.538, 2011, 379000000, 1045713802]","[58.857, 7.422, 2014, 20000000, 88761661]","[105.031, 7.323, 2017, 40000000, 171539887]"
Stephen Root,2,"[115.998, 7.351, 2002, 59000000, 383257136]","[101.536, 7.825, 2003, 94000000, 940335536]","[47.893, 7.618, 2017, 4500000, 255407969]"
Katherine Heigl,1,"[23.671, 6.405, 2008, 30000000, 160259319]","[25.86, 6.493, 2009, 38000000, 321682600]","[948.659, 8.251, 0, 0, 0]"
Michael Gambon,2,"[190.123, 8.019, 2004, 130000000, 789804554]","[165.0, 7.815, 2005, 150000000, 895921036]","[142.88, 7.695, 2009, 250000000, 933959197]"
Brittany Murphy,1,"[31.701, 7.274, 1995, 12000000, 56631572]","[40.33, 7.129, 2002, 41000000, 242875078]","[45.488, 6.175, 2006, 100000000, 384335608]"
Katie Parker,1,"[9.049, 5.809, 2011, 70000, 0]","[20.904, 6.432, 2013, 5000000, 44459951]","[32.577, 7.159, 2019, 45000000, 72381712]"
Denise Richards,1,"[40.062, 7.038, 1997, 105000000, 121214377]","[27.622, 6.265, 1999, 135000000, 361832400]","[18.676, 5.495, 2001, 10000000, 16300000]"
Kate Mara,1,"[28.858, 7.074, 2010, 18000000, 35692920]","[32.051, 4.416, 2015, 120000000, 167977596]","[55.049, 7.681, 2015, 108000000, 630600000]"
Lance Reddick,2,"[58.857, 7.422, 2014, 20000000, 88761661]","[105.031, 7.323, 2017, 40000000, 171539887]","[82.894, 7.447, 2019, 55000000, 326709727]"
Dan Stevens,2,"[21.542, 6.639, 2014, 5000000, 2700051]","[75.291, 6.968, 2017, 160000000, 1266115964]","[38.349, 7.569, 2020, 109000000, 111202881]"
Susan Sullivan,1,"[10.486, 6.373, 1977, 0, 0]","[13.896, 6.602, 1997, 38000000, 299288605]","[575.792, 8.012, 0, 0, 0]"
Kaya Scodelario,1,"[125.537, 7.175, 2014, 34000000, 348319861]","[68.931, 6.725, 2015, 61000000, 312296056]","[63.188, 7.11, 2018, 62000000, 288175335]"
Tom Selleck,2,"[14.471, 6.167, 1987, 11000000, 242780960]","[19.741, 5.9, 2010, 75000000, 98159963]","[379.881, 7.749, 0, 0, 0]"
Elizabeth Banks,1,"[68.781, 7.195, 2012, 75000000, 694394724]","[111.167, 7.42, 2013, 130000000, 865011746]","[41.729, 7.418, 2014, 60000000, 469160692]"
Mark Wahlberg,2,"[57.36, 6.41, 2012, 50000000, 549368315]","[72.345, 5.925, 2014, 210000000, 1104054072]","[89.438, 6.288, 2015, 68000000, 215863606]"
Hiroyuki Sanada,2,"[11.2, 6.398, 2013, 120000000, 415440673]","[26.836, 6.152, 2013, 175000000, 151783839]","[36.006, 6.426, 2017, 58000000, 100541806]"
Fisher Stevens,2,"[25.441, 6.572, 1986, 10000000, 40697761]","[39.195, 8.051, 2014, 30000000, 174600318]","[23.142, 7.855, 2018, 62770198, 64337744]"
Alan Rickman,2,"[55.465, 7.777, 1988, 28000000, 140767956]","[208.547, 7.915, 2001, 125000000, 976475550]","[32.285, 7.106, 2003, 40000000, 247933248]"
Rosamund Pike,1,"[82.759, 6.609, 2012, 60000000, 218340595]","[87.603, 7.892, 2014, 61000000, 369330363]","[17.27, 6.628, 2021, 0, 0]"
Morena Baccarin,1,"[111.887, 7.607, 2016, 58000000, 783100000]","[83.547, 7.492, 2018, 110000000, 785896609]","[79.014, 7.144, 2020, 34000000, 52300000]"
Sophie Rundle,1,"[18.836, 5.764, 2020, 0, 70018]","[380.604, 8.545, 0, 0, 0]","[48.792, 7.831, 0, 0, 0]"
Jennifer Garner,1,"[35.245, 6.737, 2004, 37000000, 96455697]","[23.316, 7.932, 2013, 5000000, 55736588]","[19.819, 8.04, 2018, 17000000, 66316289]"
Shailene Woodley,1,"[46.489, 6.921, 2014, 85000000, 288885818]","[41.28, 7.597, 2014, 14000000, 307166834]","[55.672, 6.363, 2015, 110000000, 297002527]"
Andy Samberg,2,"[60.274, 6.955, 2012, 85000000, 358375603]","[19.269, 7.336, 2020, 5000000, 164000]","[368.644, 8.227, 0, 42, 19]"
Tom Kenny,2,"[60.36, 7.0, 2004, 30000000, 140161792]","[74.751, 7.505, 2020, 60000000, 4700000]","[32.347, 7.6, 0, 14000000, 85000000]"
Andrew Garfield,2,"[90.379, 6.693, 2012, 215000000, 757930663]","[100.581, 6.501, 2014, 200000000, 708962323]","[135.456, 8.193, 2016, 40000000, 175302354]"
Mary Elizabeth Winstead,1,"[52.454, 6.081, 2006, 25000000, 118890272]","[47.567, 7.473, 2010, 85000000, 48000000]","[29.008, 6.982, 2016, 15000000, 110216998]"
Jon Bernthal,2,"[109.107, 8.035, 2013, 100000000, 392000000]","[69.626, 8.011, 2019, 97600000, 225508210]","[449.777, 8.121, 0, 55000000, 307077295]"
Kate Winslet,1,"[139.51, 7.899, 1997, 200000000, 2264162353]","[50.78, 8.101, 2004, 20000000, 72258126]","[30.625, 7.438, 2008, 32000000, 108902486]"
Robert De Niro,2,"[57.388, 8.155, 1976, 1900000, 28600000]","[86.551, 8.165, 2019, 55000000, 1074458282]","[32.287, 7.614, 2019, 159000000, 968853]"
Sigourney Weaver,1,"[78.116, 8.15, 1979, 11000000, 104931801]","[62.083, 7.935, 1986, 18500000, 183316455]","[145.845, 7.575, 2009, 237000000, 2923706026]"
Annie Potts,1,"[118.572, 7.97, 1995, 30000000, 394400000]","[100.562, 7.588, 1999, 90000000, 497366869]","[81.69, 7.514, 2019, 175000000, 1073394593]"
Anna Kendrick,1,"[38.095, 7.295, 2012, 17000000, 115400000]","[34.046, 6.863, 2015, 29000000, 287506194]","[25.662, 6.632, 2018, 20000000, 97644617]"
Ernie Hudson,2,"[48.575, 7.47, 1984, 30000000, 296187079]","[42.458, 6.532, 1989, 37000000, 215394738]","[36.192, 7.505, 1994, 23000000, 50694672]"
Paul Walker,2,"[9.515, 6.967, 2001, 38000000, 207283925]","[9.559, 6.488, 2003, 76000000, 236350661]","[8.888, 6.817, 2013, 160000000, 788680968]"
Robert Downey Jr.,2,"[106.512, 7.639, 2008, 140000000, 585174222]","[160.584, 7.711, 2012, 220000000, 1518815515]","[245.012, 8.252, 2018, 300000000, 2052415039]"
Alexander Skarsgård,2,"[37.559, 5.892, 2016, 180000000, 356743061]","[105.905, 7.651, 2021, 200000000, 470116094]","[68.432, 7.091, 2022, 70000000, 69633110]"
Krista Allen,1,"[30.464, 6.673, 1997, 45000000, 302710615]","[29.69, 6.145, 2003, 75000000, 195745823]","[47.985, 5.585, 2009, 40000000, 186167139]"
Selma Blair,1,"[38.72, 6.666, 2004, 66000000, 99318987]","[34.6, 6.754, 2008, 85000000, 160388063]","[183.984, 7.135, 2019, 14000000, 69500000]"
Jennifer Morrison,1,"[38.353, 7.838, 2011, 25000000, 23308615]","[220.965, 7.3, 0, 0, 0]","[450.147, 8.595, 0, 98000000, 10017322]"
Gina Rodriguez,1,"[32.002, 6.862, 2016, 110000000, 121790373]","[39.382, 6.402, 2018, 40000000, 43070915]","[15.942, 6.4, 2019, 0, 0]"
Maya Rudolph,1,"[20.947, 6.529, 2011, 32500000, 288383523]","[129.064, 7.735, 2014, 165000000, 657827828]","[102.277, 7.9, 2021, 200000000, 49750471]"
Robert Redford,2,"[18.542, 6.924, 2001, 115000000, 143049560]","[15.072, 6.623, 2013, 9000000, 6108720]","[41.798, 7.669, 2014, 170000000, 714766572]"
Robert Duvall,2,"[164.432, 8.71, 1972, 6000000, 245066411]","[84.987, 8.59, 1974, 13000000, 102600000]","[31.627, 6.214, 1998, 75000000, 349464664]"
Jon Favreau,2,"[106.512, 7.639, 2008, 140000000, 585174222]","[93.92, 7.343, 2017, 175000000, 880166924]","[299.567, 7.986, 2021, 200000000, 1921847111]"
Steven Yeun,2,"[25.173, 7.369, 2021, 2000000, 12886100]","[779.217, 8.67, 0, 0, 0]","[449.777, 8.12, 0, 55000000, 307077295]"
Imelda Staunton,1,"[52.573, 6.762, 2000, 45000000, 224834564]","[146.843, 7.686, 2007, 150000000, 938212738]","[67.569, 7.091, 2014, 180000000, 758539785]"
Anthony Hopkins,2,"[16.584, 8.343, 1991, 19000000, 272742922]","[6.47, 6.771, 2001, 87000000, 351692268]","[91.98, 6.767, 2011, 150000000, 449326618]"
Miranda Cosgrove,1,"[66.161, 7.23, 2010, 69000000, 533679475]","[66.581, 6.918, 2013, 76000000, 970761885]","[51.248, 6.456, 2017, 80000000, 1031552585]"
Dennis Quaid,2,"[56.146, 7.17, 1998, 15000000, 92108518]","[40.146, 6.513, 2004, 125000000, 552639571]","[17.595, 6.378, 2008, 40000000, 152039882]"
Scottie Thompson,1,"[51.414, 7.434, 2009, 150000000, 385680446]","[28.407, 4.983, 2010, 10000000, 66984888]","[15.948, 6.485, 2016, 0, 3295624]"
Glenn Close,1,"[35.989, 5.901, 1996, 54000000, 320689294]","[26.959, 6.397, 1996, 70000000, 101371017]","[42.415, 7.168, 2017, 20000000, 27975429]"
April Bowlby,1,"[163.953, 7.623, 0, 0, 0]","[426.884, 7.454, 0, 0, 0]","[179.744, 7.964, 0, 0, 0]"
Linda Hamilton,1,"[68.418, 7.648, 1984, 6400000, 78371200]","[78.809, 8.106, 1991, 102000000, 520000000]","[63.895, 6.451, 2019, 185000000, 261119292]"
Isabel May,1,"[22.377, 6.766, 2021, 2000000, 34561]","[137.931, 8.36, 0, 0, 0]","[44.902, 8.307, 0, 0, 0]"
Jessie Buckley,1,"[23.937, 6.593, 2020, 0, 0]","[26.599, 6.21, 2022, 6500000, 11200000]","[90.177, 8.654, 0, 1, 0]"
Will Poulter,2,"[37.965, 6.819, 2013, 37000000, 269994119]","[125.537, 7.175, 2014, 34000000, 348319861]","[58.491, 7.528, 2015, 135000000, 532950503]"
Josephine Langford,1,"[183.984, 7.135, 2019, 14000000, 69500000]","[135.108, 7.199, 2020, 14000000, 48000000]","[157.162, 7.098, 2021, 14000000, 21800000]"
Joel Kinnaman,2,"[33.41, 5.848, 2014, 120000000, 242688965]","[66.883, 5.909, 2016, 175000000, 746846894]","[115.406, 7.554, 2021, 185000000, 168717425]"
Brooke Smith,1,"[16.584, 8.343, 1991, 19000000, 272742922]","[162.321, 8.42, 2014, 165000000, 701729206]","[948.659, 8.251, 0, 0, 0]"
Oscar Isaac,2,"[33.742, 7.574, 2015, 15000000, 36869414]","[69.023, 6.512, 2016, 178000000, 543934787]","[94.08, 7.787, 2021, 165000000, 402027830]"
Sherilyn Fenn,1,"[18.952, 6.367, 1986, 2700000, 3500000]","[11.101, 6.1, 1988, 0, 1547397]","[15.356, 7.04, 1990, 9500000, 14560247]"
Sandra Bullock,1,"[29.836, 7.162, 2013, 105000000, 723192705]","[37.59, 6.397, 2015, 74000000, 1156730962]","[33.932, 6.853, 2018, 19800000, 0]"
Bill Burr,2,"[34.886, 6.265, 2015, 50000000, 242786137]","[17.502, 7.015, 2020, 0, 0]","[36.417, 7.304, 0, 0, 0]"
Jodie Foster,1,"[57.388, 8.154, 1976, 1900000, 28600000]","[16.584, 8.343, 1991, 19000000, 272742922]","[26.842, 6.765, 2002, 48000000, 197079546]"
Jennifer Love Hewitt,1,"[20.361, 5.95, 1997, 17000000, 125586134]","[21.018, 5.325, 1998, 65000000, 40002112]","[233.766, 8.081, 0, 0, 0]"
Phil LaMarr,2,"[84.273, 8.489, 1994, 8500000, 213900000]","[96.816, 6.983, 2011, 110000000, 299268508]","[92.838, 7.478, 2018, 200000000, 1242805359]"
Bill Skarsgård,2,"[103.888, 7.243, 2017, 40000000, 701800000]","[22.388, 7.2, 2020, 0, 0]","[478.787, 7.792, 2023, 90000000, 426978565]"
Greta Scacchi,1,"[14.843, 7.195, 1992, 8000000, 21706101]","[20.747, 6.452, 2005, 55000000, 223387299]","[27.991, 7.142, 0, 169000, 18564702]"
Lindy Booth,1,"[69.951, 6.349, 2003, 12600000, 28650575]","[40.802, 7.045, 2004, 26000000, 102278712]","[33.022, 6.395, 2013, 28000000, 60700000]"
Mykelti Williamson,2,"[98.321, 8.476, 1994, 55000000, 677387716]","[47.985, 5.585, 2009, 40000000, 186167139]","[56.039, 6.395, 2016, 10000000, 118587880]"
Natalie Dormer,1,"[53.529, 6.995, 2011, 140000000, 370569774]","[147.987, 6.8, 2014, 125000000, 755356711]","[19.166, 5.219, 2016, 10000000, 37608299]"
Dwayne Johnson,2,"[163.919, 6.229, 2015, 110000000, 473990832]","[41.259, 6.826, 2017, 90000000, 995339117]","[61.684, 6.921, 2019, 125000000, 801693929]"
Aaron Taylor-Johnson,2,"[46.153, 7.121, 2010, 28000000, 96188903]","[33.022, 6.395, 2013, 28000000, 60700000]","[74.963, 6.292, 2014, 160000000, 529076069]"
