name,oscar_total,gg_total,cc_total,awards_total
Geneviève Bujold,1.0,2.0,0.0,3.0
Jochen Nickel,0.0,0.0,0.0,0.0
Dale Pavinski,0.0,0.0,0.0,0.0
William Chan Wai-Ting,0.0,0.0,0.0,0.0
Mitchell Whitfield,0.0,0.0,0.0,0.0
Shannon Woodward,0.0,0.0,0.0,0.0
Joel Murray,0.0,0.0,0.0,0.0
Spencer Garrett,0.0,0.0,0.0,0.0
Francis Capra,0.0,0.0,0.0,0.0
Brian Tee,0.0,0.0,0.0,0.0
Joe Nieves,0.0,0.0,0.0,0.0
Ian Abercrombie,0.0,0.0,0.0,0.0
Michelle Reis,0.0,0.0,0.0,0.0
William B. Davis,0.0,0.0,0.0,0.0
Mike O'Malley,0.0,0.0,0.0,0.0
Jesse L. Martin,0.0,0.0,0.0,0.0
Shriya Saran,0.0,0.0,0.0,0.0
Linnea Quigley,0.0,0.0,0.0,0.0
Ai Maeda,0.0,0.0,0.0,0.0
Hwang Bo-ra,0.0,0.0,0.0,0.0
Holmes Osborne,0.0,0.0,0.0,0.0
Eugenia Yuan,0.0,0.0,0.0,0.0
Noriaki Sugiyama,0.0,0.0,0.0,0.0
Jamal Mixon,0.0,0.0,0.0,0.0
William Hurt,6.0,6.0,0.0,12.0
Suniel Shetty,0.0,0.0,0.0,0.0
Joanne Kelly,0.0,0.0,0.0,0.0
Ashley Olsen,0.0,0.0,0.0,0.0
Mary Mouser,0.0,0.0,0.0,0.0
Miles Robbins,0.0,0.0,0.0,0.0
Tom Papa,0.0,0.0,0.0,0.0
Alun Armstrong,0.0,0.0,0.0,0.0
Shanola Hampton,0.0,0.0,0.0,0.0
Alan Thicke,0.0,0.0,0.0,0.0
Vanessa Hudgens,0.0,0.0,0.0,0.0
Selina Cadell,0.0,0.0,0.0,0.0
Dean Devlin,0.0,0.0,0.0,0.0
Raffaello Degruttola,0.0,0.0,0.0,0.0
Pat Skipper,0.0,0.0,0.0,0.0
Ellen Hollman,0.0,0.0,0.0,0.0
Brian Van Holt,0.0,0.0,0.0,0.0
Tom Ackerley,0.0,0.0,0.0,0.0
D.J. Cotrona,0.0,0.0,0.0,0.0
Amy Hohn,0.0,0.0,0.0,0.0
Clark Gregg,0.0,0.0,0.0,0.0
Maury Chaykin,0.0,0.0,0.0,0.0
Tatsuya Fuji,0.0,0.0,0.0,0.0
Lee Chung-ah,0.0,0.0,0.0,0.0
Matt Nolan,0.0,0.0,0.0,0.0
Marko Zaror,0.0,0.0,0.0,0.0
Christopher Shyer,0.0,0.0,0.0,0.0
Katy Mixon,0.0,0.0,0.0,0.0
Thomas Turgoose,0.0,0.0,0.0,0.0
Sam Shepard,1.0,0.0,0.0,1.0
Tom Guiry,0.0,0.0,0.0,0.0
Bebe Neuwirth,0.0,0.0,0.0,0.0
Jason Scott Lee,0.0,0.0,0.0,0.0
Lauren McKnight,0.0,0.0,0.0,0.0
Billy Lush,0.0,0.0,0.0,0.0
Ken Sansom,0.0,0.0,0.0,0.0
Richard Dixon,0.0,0.0,0.0,0.0
Heike Makatsch,0.0,0.0,0.0,0.0
Christine Elise,0.0,0.0,0.0,0.0
Marc Warren,0.0,0.0,0.0,0.0
Tim Post,0.0,0.0,0.0,0.0
Sanjeev Bhaskar,0.0,0.0,0.0,0.0
Ken Stott,0.0,0.0,0.0,0.0
Saul Rubinek,0.0,0.0,0.0,0.0
Romany Malco,0.0,0.0,0.0,0.0
Yukari Tamura,0.0,0.0,0.0,0.0
Paul Sloan,0.0,0.0,0.0,0.0
Eva Marcille,0.0,0.0,0.0,0.0
Elise Gatien,0.0,0.0,0.0,0.0
Sophia Ali,0.0,0.0,0.0,0.0
James Kirk,0.0,0.0,0.0,0.0
Daisy McCrackin,0.0,0.0,0.0,0.0
Sharon Angela,0.0,0.0,0.0,0.0
Adam Carolla,0.0,0.0,0.0,0.0
Lois Smith,0.0,0.0,0.0,0.0
Sean Cullen,0.0,0.0,0.0,0.0
Masami Nagasawa,0.0,0.0,0.0,0.0
Rupert Evans,0.0,0.0,0.0,0.0
Ray McKinnon,0.0,0.0,0.0,0.0
Gia Mantegna,0.0,0.0,0.0,0.0
Marc Wootton,0.0,0.0,0.0,0.0
Arthur Acuña,0.0,0.0,0.0,0.0
Dawnn Lewis,0.0,0.0,0.0,0.0
Erica Gimpel,0.0,0.0,0.0,0.0
Valerie Cruz,0.0,0.0,0.0,0.0
Steven Weber,0.0,0.0,0.0,0.0
Francie Swift,0.0,0.0,0.0,0.0
Bodhi Elfman,0.0,0.0,0.0,0.0
Justin Salinger,0.0,0.0,0.0,0.0
Tyler Labine,0.0,0.0,0.0,0.0
Nicholas Turturro,0.0,0.0,0.0,0.0
Venantino Venantini,0.0,0.0,0.0,0.0
Song Hye-kyo,0.0,0.0,0.0,0.0
Carly Simon,0.0,0.0,0.0,0.0
Lisa Ray,0.0,0.0,0.0,0.0
D.L. Hughley,0.0,0.0,0.0,0.0
Emma Tate,0.0,0.0,0.0,0.0
Meadow Williams,0.0,0.0,0.0,0.0
Shirley Jones,3.0,3.0,0.0,6.0
Kevin Greutert,0.0,0.0,0.0,0.0
David Harewood,0.0,0.0,0.0,0.0
Mahima Chaudhry,0.0,0.0,0.0,0.0
Austin Basis,0.0,0.0,0.0,0.0
Laurence Mason,0.0,0.0,0.0,0.0
Will Rothhaar,0.0,0.0,0.0,0.0
Brooke Adams,0.0,0.0,0.0,0.0
Douglas McGrath,0.0,0.0,0.0,0.0
Rupert Graves,0.0,0.0,0.0,0.0
Marshall Allman,0.0,0.0,0.0,0.0
Tracy Scoggins,0.0,0.0,0.0,0.0
Chukwudi Iwuji,0.0,0.0,0.0,0.0
Rosie Huntington-Whiteley,0.0,0.0,0.0,0.0
Kate French,0.0,0.0,0.0,0.0
Beau Billingslea,0.0,0.0,0.0,0.0
Laz Alonso,0.0,0.0,0.0,0.0
Aymen Hamdouchi,0.0,0.0,0.0,0.0
Hrithik Roshan,0.0,0.0,0.0,0.0
Aitana Sánchez-Gijón,0.0,0.0,0.0,0.0
Ed Ackerman,0.0,0.0,0.0,0.0
Ge You,0.0,0.0,0.0,0.0
Kate Beahan,0.0,0.0,0.0,0.0
Harmony Korine,0.0,0.0,0.0,0.0
Larry Sullivan,0.0,0.0,0.0,0.0
Olivia Steele-Falconer,0.0,0.0,0.0,0.0
Antony Alda,0.0,0.0,0.0,0.0
Leah Gibson,0.0,0.0,0.0,0.0
Yu Jun-sang,0.0,0.0,0.0,0.0
Chris Sanders,0.0,0.0,0.0,0.0
Jaime Ray Newman,0.0,0.0,0.0,0.0
Gino Conforti,0.0,0.0,0.0,0.0
Josiane Balasko,0.0,0.0,0.0,0.0
Mark Rendall,0.0,0.0,0.0,0.0
Tim Kelleher,0.0,0.0,0.0,0.0
Peter MacNeill,0.0,0.0,0.0,0.0
Bruce Holman,0.0,0.0,0.0,0.0
Mara Hobel,0.0,0.0,0.0,0.0
Alex Meneses,0.0,0.0,0.0,0.0
Sheryl Lee,0.0,0.0,0.0,0.0
Benz Antoine,0.0,0.0,0.0,0.0
August Zirner,0.0,0.0,0.0,0.0
Darrell Hammond,0.0,0.0,0.0,0.0
Frankie Ryan Manriquez,0.0,0.0,0.0,0.0
Waleed Zuaiter,0.0,0.0,0.0,0.0
Hidetaka Yoshioka,0.0,0.0,0.0,0.0
Yoo Seung-mok,0.0,0.0,0.0,0.0
Kelly AuCoin,0.0,0.0,0.0,0.0
Miranda Raison,0.0,0.0,0.0,0.0
Emilio Rivera,0.0,0.0,0.0,0.0
Damion Poitier,0.0,0.0,0.0,0.0
Rukiya Bernard,0.0,0.0,0.0,0.0
Ellen Greene,0.0,0.0,0.0,0.0
Carlos Ponce,0.0,0.0,0.0,0.0
Chris Hardwick,0.0,0.0,0.0,0.0
Wayne Robson,0.0,0.0,0.0,0.0
Amaia Salamanca,0.0,0.0,0.0,0.0
Curtis Caravaggio,0.0,0.0,0.0,0.0
Jim Byrnes,0.0,0.0,0.0,0.0
Allen Evangelista,0.0,0.0,0.0,0.0
Christopher Fairbank,0.0,0.0,0.0,0.0
Travis T. Flory,0.0,0.0,0.0,0.0
Frank Deal,0.0,0.0,0.0,0.0
Kaho Minami,0.0,0.0,0.0,0.0
Geoff Morrell,0.0,0.0,0.0,0.0
Kim Hae-sook,0.0,0.0,0.0,0.0
Ricardo Chavira,0.0,0.0,0.0,0.0
Jonathan Hyde,0.0,0.0,0.0,0.0
Dedee Pfeiffer,0.0,0.0,0.0,0.0
Takako Honda,0.0,0.0,0.0,0.0
India de Beaufort,0.0,0.0,0.0,0.0
Andrew Knott,0.0,0.0,0.0,0.0
Jared Padalecki,0.0,0.0,0.0,0.0
RonReaco Lee,0.0,0.0,0.0,0.0
Rip Taylor,0.0,0.0,0.0,0.0
Dennis Chan Kwok-San,0.0,0.0,0.0,0.0
Jonathan Holmes,0.0,0.0,0.0,0.0
Qin Lan,0.0,0.0,0.0,0.0
Dora Bryan,0.0,0.0,0.0,0.0
Meaghan Jette Martin,0.0,0.0,0.0,0.0
Ebony Jo-Ann,0.0,0.0,0.0,0.0
Joan Rivers,0.0,0.0,0.0,0.0
Ron Canada,0.0,0.0,0.0,0.0
Rae Dawn Chong,0.0,0.0,0.0,0.0
Arye Gross,0.0,0.0,0.0,0.0
Hideyuki Tanaka,0.0,0.0,0.0,0.0
Jill Flint,0.0,0.0,0.0,0.0
Samantha Ferris,0.0,0.0,0.0,0.0
Park Byung-eun,0.0,0.0,0.0,0.0
Volker Bruch,0.0,0.0,0.0,0.0
Gregory Alan Williams,0.0,0.0,0.0,0.0
Harris Yulin,0.0,0.0,0.0,0.0
Cam Clarke,0.0,0.0,0.0,0.0
Demetri Martin,0.0,0.0,0.0,0.0
Logan Browning,0.0,0.0,0.0,0.0
Gene Jones,0.0,0.0,0.0,0.0
Boris Kodjoe,0.0,0.0,0.0,0.0
Uhm Jung-hwa,0.0,0.0,0.0,0.0
Gabriel Byrne,0.0,0.0,0.0,0.0
Jonathan Cake,0.0,0.0,0.0,0.0
Rocky Carroll,0.0,0.0,0.0,0.0
Lee Ki-woo,0.0,0.0,0.0,0.0
Birkett Turton,0.0,0.0,0.0,0.0
Billie Joe Armstrong,0.0,0.0,0.0,0.0
Lucas Till,0.0,0.0,0.0,0.0
Holly Deveaux,0.0,0.0,0.0,0.0
Trevor St. John,0.0,0.0,0.0,0.0
Lisa Emery,0.0,0.0,0.0,0.0
Walter Perez,0.0,0.0,0.0,0.0
Nicky Guadagni,0.0,0.0,0.0,0.0
Jason Butler Harner,0.0,0.0,0.0,0.0
Jason Olive,0.0,0.0,0.0,0.0
D.W. Moffett,0.0,0.0,0.0,0.0
William Abadie,0.0,0.0,0.0,0.0
Nadji Jeter,0.0,0.0,0.0,0.0
Haley Webb,0.0,0.0,0.0,0.0
Judy Parfitt,0.0,0.0,0.0,0.0
Ken Lo,0.0,0.0,0.0,0.0
Nathalie Richard,0.0,0.0,0.0,0.0
George Plimpton,0.0,0.0,0.0,0.0
Gore Vidal,0.0,0.0,0.0,0.0
Scottie Epstein,0.0,0.0,0.0,0.0
Brett Butler,0.0,0.0,0.0,0.0
Lily Cole,0.0,0.0,0.0,0.0
Isaac Hempstead-Wright,0.0,0.0,0.0,0.0
Sergio Peris-Mencheta,0.0,0.0,0.0,0.0
Gina Hecht,0.0,0.0,0.0,0.0
John Patrick Amedori,0.0,0.0,0.0,0.0
Sung Dong-il,0.0,0.0,0.0,0.0
Doug Murray,0.0,0.0,0.0,0.0
Bob Dylan,0.0,0.0,0.0,0.0
Khamani Griffin,0.0,0.0,0.0,0.0
Jonathan Torrens,0.0,0.0,0.0,0.0
Andrew Prine,0.0,0.0,0.0,0.0
John Innes,0.0,0.0,0.0,0.0
Justina Machado,0.0,0.0,0.0,0.0
Javier Grajeda,0.0,0.0,0.0,0.0
Wolé Parks,0.0,0.0,0.0,0.0
Lindsey Ginter,0.0,0.0,0.0,0.0
Kyle Richards,0.0,0.0,0.0,0.0
Wayne Pére,0.0,0.0,0.0,0.0
Micky Dolenz,0.0,0.0,0.0,0.0
Elysia Rotaru,0.0,0.0,0.0,0.0
Jason Schombing,0.0,0.0,0.0,0.0
Yoko Maki,0.0,0.0,0.0,0.0
Abhishek Bachchan,0.0,0.0,0.0,0.0
Graham Beckel,0.0,0.0,0.0,0.0
Beverly Todd,0.0,0.0,0.0,0.0
Faith Ford,0.0,0.0,0.0,0.0
Lee Sun-kyun,0.0,0.0,0.0,0.0
​Christopher Lowell,0.0,0.0,0.0,0.0
Robert John Burke,0.0,0.0,0.0,0.0
Dorothy Lyman,0.0,0.0,0.0,0.0
John Saxon,0.0,1.0,0.0,1.0
Travis Van Winkle,0.0,0.0,0.0,0.0
Jamie Denbo,0.0,0.0,0.0,0.0
Christopher B. Duncan,0.0,0.0,0.0,0.0
Niko Nicotera,0.0,0.0,0.0,0.0
C.S. Lee,0.0,0.0,0.0,0.0
Shane West,0.0,0.0,0.0,0.0
Tim Hopper,0.0,0.0,0.0,0.0
Tony Longo,0.0,0.0,0.0,0.0
Michael Ensign,0.0,0.0,0.0,0.0
Erin Fitzgerald,0.0,0.0,0.0,0.0
Daniel Tosh,0.0,0.0,0.0,0.0
Abby Elliott,0.0,0.0,0.0,0.0
Vladimir Kulich,0.0,0.0,0.0,0.0
Ian Ziering,0.0,0.0,0.0,0.0
Barry Watson,0.0,0.0,0.0,0.0
Ben Wright,0.0,0.0,0.0,0.0
Steven Culp,0.0,0.0,0.0,0.0
Buck Taylor,0.0,0.0,0.0,0.0
Michael Bunin,0.0,0.0,0.0,0.0
Lee Evans,0.0,0.0,0.0,0.0
Eric Edelstein,0.0,0.0,0.0,0.0
Billy Drago,0.0,0.0,0.0,0.0
Summer Bishil,0.0,0.0,0.0,0.0
Ruth Bradley,0.0,0.0,0.0,0.0
Huma Qureshi,0.0,0.0,0.0,0.0
Freddie Jones,0.0,0.0,0.0,0.0
Dirk Benedict,0.0,0.0,0.0,0.0
Dyan Cannon,2.0,5.0,0.0,7.0
Rhett Reese,0.0,0.0,0.0,0.0
Lawrence Monoson,0.0,0.0,0.0,0.0
Lisa Kay,0.0,0.0,0.0,0.0
Vincent M. Ward,0.0,0.0,0.0,0.0
Leanne Adachi,0.0,0.0,0.0,0.0
Harold Gould,0.0,0.0,0.0,0.0
Ingrid Pitt,0.0,0.0,0.0,0.0
Brett Dier,0.0,0.0,0.0,0.0
Krista Bridges,0.0,0.0,0.0,0.0
Mark Acheson,0.0,0.0,0.0,0.0
Wesley Mann,0.0,0.0,0.0,0.0
Tom Goodman-Hill,0.0,0.0,0.0,0.0
Daniela Ruah,0.0,0.0,0.0,0.0
Amelia Campbell,0.0,0.0,0.0,0.0
Michael Teigen,0.0,0.0,0.0,0.0
Ernie Reyes Jr.,0.0,0.0,0.0,0.0
Kanata Hongo,0.0,0.0,0.0,0.0
Jacob Pitts,0.0,0.0,0.0,0.0
Colby Minifie,0.0,0.0,0.0,0.0
Melissa Sagemiller,0.0,0.0,0.0,0.0
Jessalyn Gilsig,0.0,0.0,0.0,0.0
Billy Beck,0.0,0.0,0.0,0.0
Luke Goss,0.0,0.0,0.0,0.0
John Howard,0.0,0.0,0.0,0.0
Tinashe,0.0,0.0,0.0,0.0
Thomas Robinson,0.0,0.0,0.0,0.0
Craig Parkinson,0.0,0.0,0.0,0.0
Mišel Matičević,0.0,0.0,0.0,0.0
Phil Collins,0.0,0.0,0.0,0.0
Matthew Morrison,0.0,0.0,0.0,0.0
Katie Lowes,0.0,0.0,0.0,0.0
Timothy Omundson,0.0,0.0,0.0,0.0
Dmitry Chepovetsky,0.0,0.0,0.0,0.0
Sinead Matthews,0.0,0.0,0.0,0.0
Carmen Argenziano,0.0,0.0,0.0,0.0
Lisa Darr,0.0,0.0,0.0,0.0
Mustafa Speaks,0.0,0.0,0.0,0.0
Marion Bailey,0.0,0.0,0.0,0.0
Joanna Page,0.0,0.0,0.0,0.0
Elaine Tan,0.0,0.0,0.0,0.0
Alex Kapp,0.0,0.0,0.0,0.0
Olly Alexander,0.0,0.0,0.0,0.0
Claudia Schiffer,0.0,0.0,0.0,0.0
Reynaldo Gallegos,0.0,0.0,0.0,0.0
Jerry Seinfeld,0.0,0.0,0.0,0.0
Geoffrey Owens,0.0,0.0,0.0,0.0
Cassie Ventura,0.0,0.0,0.0,0.0
Keone Young,0.0,0.0,0.0,0.0
Gregg Sulkin,0.0,0.0,0.0,0.0
John Ratzenberger,0.0,0.0,0.0,0.0
Aleksei Kravchenko,0.0,0.0,0.0,0.0
Barbara Flynn,0.0,0.0,0.0,0.0
Rajpal Yadav,0.0,0.0,0.0,0.0
Frances Sternhagen,0.0,0.0,0.0,0.0
Ofelia Medina,0.0,0.0,0.0,0.0
Vyto Ruginis,0.0,0.0,0.0,0.0
Sharif Atkins,0.0,0.0,0.0,0.0
Aya Hirano,0.0,0.0,0.0,0.0
Retta,0.0,0.0,0.0,0.0
Matt Schulze,0.0,0.0,0.0,0.0
Ted Kotcheff,0.0,0.0,0.0,0.0
Ethan Suplee,0.0,0.0,0.0,0.0
Jürgen Vogel,0.0,0.0,0.0,0.0
Peter Hermann,0.0,0.0,0.0,0.0
Lee Yeon-hee,0.0,0.0,0.0,0.0
John Dossett,0.0,0.0,0.0,0.0
Adam LeFevre,0.0,0.0,0.0,0.0
Floyd Levine,0.0,0.0,0.0,0.0
Predrag Bjelac,0.0,0.0,0.0,0.0
Christian Sloan,0.0,0.0,0.0,0.0
Michael Des Barres,0.0,0.0,0.0,0.0
Varun Dhawan,0.0,0.0,0.0,0.0
Lora Martinez-Cunningham,0.0,0.0,0.0,0.0
Leslie Caron,2.0,6.0,0.0,8.0
Martin Roach,0.0,0.0,0.0,0.0
Martha Higareda,0.0,0.0,0.0,0.0
Luvia Petersen,0.0,0.0,0.0,0.0
Chad L. Coleman,0.0,0.0,0.0,0.0
Michael Paré,0.0,0.0,0.0,0.0
Sterling K. Brown,0.0,0.0,1.0,1.0
Rihanna,0.0,0.0,0.0,0.0
Oksana Akinshina,0.0,0.0,0.0,0.0
Justin Hartley,0.0,0.0,0.0,0.0
Oliver Phelps,0.0,0.0,0.0,0.0
Barclay Hope,0.0,0.0,0.0,0.0
Loren Dean,0.0,0.0,0.0,0.0
Wilson Cruz,0.0,0.0,0.0,0.0
Andrew Shim,0.0,0.0,0.0,0.0
Wayne Newton,0.0,0.0,0.0,0.0
Kobe Bryant,0.0,0.0,0.0,0.0
Brian Palermo,0.0,0.0,0.0,0.0
Jed Brophy,0.0,0.0,0.0,0.0
Tom Stevens,0.0,0.0,0.0,0.0
Alicia Leigh Willis,0.0,0.0,0.0,0.0
Meredith Vieira,0.0,0.0,0.0,0.0
Terry Stone,0.0,0.0,0.0,0.0
Eddie Deezen,0.0,0.0,0.0,0.0
William Zappa,0.0,0.0,0.0,0.0
Brian McNamara,0.0,0.0,0.0,0.0
John Waters,0.0,0.0,0.0,0.0
Laura Hayes,0.0,0.0,0.0,0.0
Louis Ferreira,0.0,0.0,0.0,0.0
Christina Pickles,0.0,0.0,0.0,0.0
Maria Ricossa,0.0,0.0,0.0,0.0
Larry King,0.0,0.0,0.0,0.0
Kelly Ripa,0.0,0.0,0.0,0.0
Lauren Ash,0.0,0.0,0.0,0.0
Jill Talley,0.0,0.0,0.0,0.0
Keith Silverstein,0.0,0.0,0.0,0.0
Yui Aragaki,0.0,0.0,0.0,0.0
AnnaLynne McCord,0.0,0.0,0.0,0.0
Gregg Henry,0.0,0.0,0.0,0.0
Kelly Gould,0.0,0.0,0.0,0.0
J. Smith-Cameron,0.0,0.0,0.0,0.0
Alexandra Holden,0.0,0.0,0.0,0.0
Michael Sirow,0.0,0.0,0.0,0.0
David Field,0.0,0.0,0.0,0.0
Susan May Pratt,0.0,0.0,0.0,0.0
Larry Lamb,0.0,0.0,0.0,0.0
Josefin Asplund,0.0,0.0,0.0,0.0
Shannon Kane,0.0,0.0,0.0,0.0
Dylan Smith,0.0,0.0,0.0,0.0
John Lafayette,0.0,0.0,0.0,0.0
Raicho Vasilev,0.0,0.0,0.0,0.0
Marshall Bell,0.0,0.0,0.0,0.0
Randy Flagler,0.0,0.0,0.0,0.0
Aleks Paunovic,0.0,0.0,0.0,0.0
Oliver Muirhead,0.0,0.0,0.0,0.0
Ko Hyun-jung,0.0,0.0,0.0,0.0
Sam Trammell,0.0,0.0,0.0,0.0
Dayo Ade,0.0,0.0,0.0,0.0
Polly Holliday,0.0,0.0,0.0,0.0
Deon Cole,0.0,0.0,0.0,0.0
Mindy Sterling,0.0,0.0,0.0,0.0
Tom McBeath,0.0,0.0,0.0,0.0
Rosa Blasi,0.0,0.0,0.0,0.0
Tina Desai,0.0,0.0,0.0,0.0
Bronson Webb,0.0,0.0,0.0,0.0
Matt Stone,0.0,0.0,0.0,0.0
Matthew Kimbrough,0.0,0.0,0.0,0.0
Peter DeLuise,0.0,0.0,0.0,0.0
Sathyaraj,0.0,0.0,0.0,0.0
Eric Lopez,0.0,0.0,0.0,0.0
Claude Gensac,0.0,0.0,0.0,0.0
Nancy Cartwright,0.0,0.0,0.0,0.0
Gerald Webb,0.0,0.0,0.0,0.0
Steve Eastin,0.0,0.0,0.0,0.0
Raza Jaffrey,0.0,0.0,0.0,0.0
Holly Aird,0.0,0.0,0.0,0.0
Kim Hee-won,0.0,0.0,0.0,0.0
Brennan Brown,0.0,0.0,0.0,0.0
Angus T. Jones,0.0,0.0,0.0,0.0
Anthony Ramos,0.0,2.0,0.0,2.0
Ali Zafar,0.0,0.0,0.0,0.0
Toby Hemingway,0.0,0.0,0.0,0.0
Joe Swanberg,0.0,0.0,0.0,0.0
Bonnie Somerville,0.0,0.0,0.0,0.0
Ne-Yo,0.0,0.0,0.0,0.0
Yuria Haga,0.0,0.0,0.0,0.0
Anna Walton,0.0,0.0,0.0,0.0
Maurice Compte,0.0,0.0,0.0,0.0
Douglas Booth,0.0,0.0,0.0,0.0
Kenton Duty,0.0,0.0,0.0,0.0
Julia Dietze,0.0,0.0,0.0,0.0
Peter Andersson,0.0,0.0,0.0,0.0
Michael Smiley,0.0,0.0,0.0,0.0
Jesper Christensen,0.0,0.0,0.0,0.0
Morris Birdyellowhead,0.0,0.0,0.0,0.0
Ignacio Serricchio,0.0,0.0,0.0,0.0
LeToya Luckett,0.0,0.0,0.0,0.0
Marlene Favela,0.0,0.0,0.0,0.0
Freida Pinto,0.0,0.0,0.0,0.0
George Wendt,0.0,0.0,0.0,0.0
Brian Austin Green,0.0,0.0,0.0,0.0
Jessica Barth,0.0,0.0,0.0,0.0
Gong Hyo-jin,0.0,0.0,0.0,0.0
Bryce Johnson,0.0,0.0,0.0,0.0
Kristen Cloke,0.0,0.0,0.0,0.0
Fionnula Flanagan,0.0,0.0,0.0,0.0
Elisabeth Rosen,0.0,0.0,0.0,0.0
Werner Herzog,0.0,0.0,0.0,0.0
Jasmine Trinca,0.0,0.0,0.0,0.0
Luca Zingaretti,0.0,0.0,0.0,0.0
Erik King,0.0,0.0,0.0,0.0
Jessica Harmon,0.0,0.0,0.0,0.0
Christina Moore,0.0,0.0,0.0,0.0
Esther Scott,0.0,0.0,0.0,0.0
James Sie,0.0,0.0,0.0,0.0
Pat Healy,0.0,0.0,0.0,0.0
Elton John,0.0,0.0,0.0,0.0
Walter Koenig,0.0,0.0,0.0,0.0
Samantha Hanratty,0.0,0.0,0.0,0.0
Matthew Barry,0.0,0.0,0.0,0.0
Richard Hatch,0.0,0.0,0.0,0.0
Chris Riggi,0.0,0.0,0.0,0.0
Julie Strain,0.0,0.0,0.0,0.0
Caleb Landry Jones,0.0,0.0,0.0,0.0
Steve Agee,0.0,0.0,0.0,0.0
Chad Everett,0.0,0.0,0.0,0.0
Haviland Morris,0.0,0.0,0.0,0.0
Bob Clendenin,0.0,0.0,0.0,0.0
Tsuyoshi Koyama,0.0,0.0,0.0,0.0
Thierry Lhermitte,0.0,0.0,0.0,0.0
Zlatko Burić,0.0,0.0,0.0,0.0
Sadie Alexandru,0.0,0.0,0.0,0.0
Riisa Naka,0.0,0.0,0.0,0.0
Aml Ameen,0.0,0.0,0.0,0.0
Geno Silva,0.0,0.0,0.0,0.0
Megan Dodds,0.0,0.0,0.0,0.0
Patch Darragh,0.0,0.0,0.0,0.0
Ennis Esmer,0.0,0.0,0.0,0.0
Jodie Whittaker,0.0,0.0,0.0,0.0
Madonna,0.0,2.0,0.0,2.0
Tuncel Kurtiz,0.0,0.0,0.0,0.0
Vicky McClure,0.0,0.0,0.0,0.0
Milena Vukotić,0.0,0.0,0.0,0.0
Matt Bush,0.0,0.0,0.0,0.0
Stuart Greer,0.0,0.0,0.0,0.0
Tom Bower,0.0,0.0,0.0,0.0
Kazuya Nakai,0.0,0.0,0.0,0.0
Dan Fogler,0.0,0.0,0.0,0.0
Mirai Shida,0.0,0.0,0.0,0.0
Wu Ma,0.0,0.0,0.0,0.0
Nolan Gerard Funk,0.0,0.0,0.0,0.0
Hill Harper,0.0,0.0,0.0,0.0
Gary Beadle,0.0,0.0,0.0,0.0
Takayuki Yamada,0.0,0.0,0.0,0.0
Leigh Lawson,0.0,0.0,0.0,0.0
Peter Franzén,0.0,0.0,0.0,0.0
Christian Clemenson,0.0,0.0,0.0,0.0
Uriah Shelton,0.0,0.0,0.0,0.0
Tamio Ohki,0.0,0.0,0.0,0.0
Joel David Moore,0.0,0.0,0.0,0.0
Tilky Jones,0.0,0.0,0.0,0.0
Drew Pinsky,0.0,0.0,0.0,0.0
Billy Wickman,0.0,0.0,0.0,0.0
Lucy Cohu,0.0,0.0,0.0,0.0
Becki Newton,0.0,0.0,0.0,0.0
Stephen Farrelly,0.0,0.0,0.0,0.0
Cody Longo,0.0,0.0,0.0,0.0
Robert Bathurst,0.0,0.0,0.0,0.0
Marc Vann,0.0,0.0,0.0,0.0
Sneha,0.0,0.0,0.0,0.0
Kane Hodder,0.0,0.0,0.0,0.0
Rupert Vansittart,0.0,0.0,0.0,0.0
Walt Dohrn,0.0,0.0,0.0,0.0
Eddie Vedder,0.0,0.0,0.0,0.0
Megumi Hayashibara,0.0,0.0,0.0,0.0
Anton Lesser,0.0,0.0,0.0,0.0
Joshua Alba,0.0,0.0,0.0,0.0
Charlotte Ross,0.0,0.0,0.0,0.0
Tony Campisi,0.0,0.0,0.0,0.0
Matt Gerald,0.0,0.0,0.0,0.0
Colleen Flynn,0.0,0.0,0.0,0.0
Joe Don Baker,0.0,0.0,0.0,0.0
Michael Hyatt,0.0,0.0,0.0,0.0
David Gallagher,0.0,0.0,0.0,0.0
Geoffrey Cantor,0.0,0.0,0.0,0.0
Julian Morris,0.0,0.0,0.0,0.0
Bruce Gray,0.0,0.0,0.0,0.0
Parisa Fitz-Henley,0.0,0.0,0.0,0.0
Jeff Branson,0.0,0.0,0.0,0.0
Clare Carey,0.0,0.0,0.0,0.0
Howard Hesseman,0.0,0.0,0.0,0.0
Polly Draper,0.0,0.0,0.0,0.0
Dana Fox,0.0,0.0,0.0,0.0
Matt Barr,0.0,0.0,0.0,0.0
Alyshia Ochse,0.0,0.0,0.0,0.0
Charlotte Sullivan,0.0,0.0,0.0,0.0
Marnette Patterson,0.0,0.0,0.0,0.0
Samm Levine,0.0,0.0,0.0,0.0
Linden Banks,0.0,0.0,0.0,0.0
Eileen Pedde,0.0,0.0,0.0,0.0
Erik Audé,0.0,0.0,0.0,0.0
Tahj Mowry,0.0,0.0,0.0,0.0
Lou Doillon,0.0,0.0,0.0,0.0
Jack White,0.0,0.0,0.0,0.0
Joshua Bitton,0.0,0.0,0.0,0.0
Chloe Bridges,0.0,0.0,0.0,0.0
Aaron Carter,0.0,0.0,0.0,0.0
Lisa Lu,0.0,0.0,0.0,0.0
Masiela Lusha,0.0,0.0,0.0,0.0
